16
# x y z
0	0	0
1.5	0	0
3	0	0
4.5	0	0
6	0	0
7.5	0	0
9	0	0
10.5	0	0
12	0	0
13.5	0	0
15	0	0
16.5	0	0
18	0	0
19.5	0	0
21	0	0
22.5	0	0
170
# a b m n err i ip iperr k r rhoa u valid 
2	1	3	4	1.90000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	1.59650000000000e+01	0.00000000000000e+00	0
2	1	4	5	3.20000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.13097335529233e+02	0.00000000000000e+00	1.40114000000000e+01	0.00000000000000e+00	0
2	1	5	6	5.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+02	0.00000000000000e+00	1.49679000000000e+01	0.00000000000000e+00	0
2	1	6	7	5.80000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.65486677646163e+02	0.00000000000000e+00	1.75715000000000e+01	0.00000000000000e+00	0
2	1	7	8	1.90000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.89601685880783e+02	0.00000000000000e+00	1.15712000000000e+01	0.00000000000000e+00	0
2	1	8	9	3.50000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.58336269740926e+03	0.00000000000000e+00	1.31515000000000e+01	0.00000000000000e+00	0
2	1	9	10	8.30000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.37504404611388e+03	0.00000000000000e+00	1.89721000000000e+01	0.00000000000000e+00	0
2	1	10	11	9.50000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.39292006587699e+03	0.00000000000000e+00	2.06354000000000e+01	0.00000000000000e+00	0
3	2	4	5	2.30000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	1.36411000000000e+01	0.00000000000000e+00	0
3	2	5	6	3.10000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.13097335529233e+02	0.00000000000000e+00	1.18557000000000e+01	0.00000000000000e+00	0
3	2	6	7	4.60000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+02	0.00000000000000e+00	1.46904000000000e+01	0.00000000000000e+00	0
3	2	7	8	2.40000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.65486677646163e+02	0.00000000000000e+00	1.20075000000000e+01	0.00000000000000e+00	0
3	2	8	9	2.90000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.89601685880783e+02	0.00000000000000e+00	1.31226000000000e+01	0.00000000000000e+00	0
3	2	9	10	8.10000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.58336269740926e+03	0.00000000000000e+00	1.39197000000000e+01	0.00000000000000e+00	0
3	2	10	11	1.00000000000000e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.37504404611388e+03	0.00000000000000e+00	1.37675000000000e+01	0.00000000000000e+00	0
3	2	11	12	1.24000000000000e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.39292006587699e+03	0.00000000000000e+00	1.36868000000000e+01	0.00000000000000e+00	0
3	1	5	7	2.50000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.65486677646163e+01	0.00000000000000e+00	1.17293000000000e+01	0.00000000000000e+00	0
3	1	7	9	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.26194671058465e+02	0.00000000000000e+00	1.20314000000000e+01	0.00000000000000e+00	0
3	1	9	11	8.50000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.65486677646163e+02	0.00000000000000e+00	8.45880000000000e+00	0.00000000000000e+00	0
3	1	11	13	7.90000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.13097335529233e+03	0.00000000000000e+00	8.40710000000000e+00	0.00000000000000e+00	0
3	1	13	15	1.33000000000000e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.97920337176157e+03	0.00000000000000e+00	5.44414000000000e+00	0.00000000000000e+00	0
4	3	5	6	1.30000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	1.51246000000000e+01	0.00000000000000e+00	0
4	3	6	7	1.80000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.13097335529233e+02	0.00000000000000e+00	1.67873000000000e+01	0.00000000000000e+00	0
4	3	7	8	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+02	0.00000000000000e+00	1.49449000000000e+01	0.00000000000000e+00	0
4	3	8	9	1.40000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.65486677646163e+02	0.00000000000000e+00	1.54626000000000e+01	0.00000000000000e+00	0
4	3	9	10	4.10000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.89601685880783e+02	0.00000000000000e+00	1.61604000000000e+01	0.00000000000000e+00	0
4	3	10	11	5.30000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.58336269740926e+03	0.00000000000000e+00	1.52973000000000e+01	0.00000000000000e+00	0
4	3	11	12	7.50000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.37504404611388e+03	0.00000000000000e+00	1.28724000000000e+01	0.00000000000000e+00	0
4	3	12	13	5.90000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.39292006587699e+03	0.00000000000000e+00	1.42736000000000e+01	0.00000000000000e+00	0
4	2	6	8	2.80000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.65486677646163e+01	0.00000000000000e+00	1.40338000000000e+01	0.00000000000000e+00	0
4	2	8	10	2.80000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.26194671058465e+02	0.00000000000000e+00	1.32746000000000e+01	0.00000000000000e+00	0
4	2	10	12	9.30000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.65486677646163e+02	0.00000000000000e+00	7.95165000000000e+00	0.00000000000000e+00	0
4	2	12	14	4.29000000000000e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.13097335529233e+03	0.00000000000000e+00	7.63230000000000e-01	0.00000000000000e+00	0
4	2	14	16	1.19000000000000e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.97920337176157e+03	0.00000000000000e+00	-2.53441000000000e+01	0.00000000000000e+00	0
4	1	7	10	3.10000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.48230016469244e+01	0.00000000000000e+00	1.23403000000000e+01	0.00000000000000e+00	0
4	1	10	13	7.70000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.39292006587698e+02	0.00000000000000e+00	6.96059000000000e+00	0.00000000000000e+00	0
4	1	13	16	1.13000000000000e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.48230016469243e+02	0.00000000000000e+00	-1.38120000000000e+01	0.00000000000000e+00	0
5	4	6	7	1.20000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	2.06077000000000e+01	0.00000000000000e+00	0
5	4	7	8	1.80000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.13097335529233e+02	0.00000000000000e+00	1.81652000000000e+01	0.00000000000000e+00	0
5	4	8	9	1.30000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+02	0.00000000000000e+00	1.69211000000000e+01	0.00000000000000e+00	0
5	4	9	10	2.70000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.65486677646163e+02	0.00000000000000e+00	1.89861000000000e+01	0.00000000000000e+00	0
5	4	10	11	3.60000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.89601685880783e+02	0.00000000000000e+00	2.02598000000000e+01	0.00000000000000e+00	0
