shot_group,shot,time,time_from_group_lead,year,month,day,hour,minute,second,latitude,longitude
S15_N,270,2025-06-14 15:31:08.600000,12.52,2025,6,14,15,31,8.6,27.63221,-97.2069
S15_N,271,2025-06-14 15:31:13.090000,17.01,2025,6,14,15,31,13.09,27.63221,-97.2069
S15_N,272,2025-06-14 15:31:17.310000,21.23,2025,6,14,15,31,17.31,27.63221,-97.2069
S15_S,273,2025-06-14 15:31:37.140000,0.0,2025,6,14,15,31,37.14,27.63221,-97.2069
S15_S,274,2025-06-14 15:31:41.580000,4.44,2025,6,14,15,31,41.58,27.63221,-97.2069
S15_S,275,2025-06-14 15:31:45.750000,8.61,2025,6,14,15,31,45.75,27.63221,-97.2069
S15_S,276,2025-06-14 15:31:49.830000,12.69,2025,6,14,15,31,49.83,27.63221,-97.2069
S15_S,277,2025-06-14 15:31:54.050000,16.91,2025,6,14,15,31,54.05,27.63221,-97.20691
S15_S,278,2025-06-14 15:31:58.800000,21.66,2025,6,14,15,31,58.8,27.63221,-97.20691
S16_N,279,2025-06-14 15:32:59.670000,0.0,2025,6,14,15,32,59.67,27.63222,-97.20692
S16_N,280,2025-06-14 15:33:04.090000,4.42,2025,6,14,15,33,4.09,27.63222,-97.20692
S16_N,281,2025-06-14 15:33:08.260000,8.59,2025,6,14,15,33,8.26,27.63222,-97.20692
S16_N,282,2025-06-14 15:33:16.280000,16.61,2025,6,14,15,33,16.28,27.63222,-97.20692
S16_N,283,2025-06-14 15:33:20.470000,20.8,2025,6,14,15,33,20.47,27.63222,-97.20692
S16_N,284,2025-06-14 15:33:24.250000,24.58,2025,6,14,15,33,24.25,27.63222,-97.20692
S16_S,285,2025-06-14 15:33:41.710000,0.0,2025,6,14,15,33,41.71,27.63223,-97.20692
S16_S,286,2025-06-14 15:33:45.200000,3.49,2025,6,14,15,33,45.2,27.63223,-97.20693
S16_S,287,2025-06-14 15:33:49.160000,7.45,2025,6,14,15,33,49.16,27.63223,-97.20693
S16_S,288,2025-06-14 15:33:53.250000,11.54,2025,6,14,15,33,53.25,27.63223,-97.20693
S16_S,289,2025-06-14 15:33:57.000000,15.29,2025,6,14,15,33,57.0,27.63223,-97.20693
S16_S,290,2025-06-14 15:34:00.690000,18.98,2025,6,14,15,34,0.69,27.63223,-97.20693
