shot_group,shot,time,time_from_group_lead,year,month,day,hour,minute,second,latitude,longitude
P9,50,2025-06-19 15:14:45.850,13.29,2025,6,19,15,14,45.85,27.29894,-97.35547
P9,51,2025-06-19 15:14:49.590,17.03,2025,6,19,15,14,49.59,27.29894,-97.35547
P9,52,2025-06-19 15:14:57.730,25.17,2025,6,19,15,14,57.73,27.29894,-97.35547
P9,53,2025-06-19 15:15:05.200,32.64,2025,6,19,15,15,5.2,27.29894,-97.35546
P9,54,2025-06-19 15:15:08.980,36.42,2025,6,19,15,15,8.98,27.29894,-97.35546
P10,55,2025-06-19 15:28:45.070,0.0,2025,6,19,15,28,45.07,27.29895,-97.35541
P10,56,2025-06-19 15:28:52.160,7.09,2025,6,19,15,28,52.16,27.29894,-97.35539
P10,57,2025-06-19 15:28:59.360,14.29,2025,6,19,15,28,59.36,27.29894,-97.35538
P10,58,2025-06-19 15:29:27.610,42.54,2025,6,19,15,29,27.61,27.29892,-97.35537
P10,59,2025-06-19 15:29:42.360,57.29,2025,6,19,15,29,42.36,27.29892,-97.35537
P10,60,2025-06-19 15:29:55.370,70.3,2025,6,19,15,29,55.37,27.29892,-97.35538
P11,61,2025-06-19 15:30:46.060,0.0,2025,6,19,15,30,46.06,27.29891,-97.35538
P11,62,2025-06-19 15:30:50.240,4.18,2025,6,19,15,30,50.24,27.29891,-97.35538
P11,63,2025-06-19 15:30:54.530,8.47,2025,6,19,15,30,54.53,27.29891,-97.35538
P11,64,2025-06-19 15:30:58.090,12.03,2025,6,19,15,30,58.09,27.29891,-97.35538
P11,65,2025-06-19 15:31:02.350,16.29,2025,6,19,15,31,2.35,27.29891,-97.35538
P11,66,2025-06-19 15:31:14.250,28.19,2025,6,19,15,31,14.25,27.29891,-97.35538
P12,67,2025-06-19 15:32:12.190,0.0,2025,6,19,15,32,12.19,27.29891,-97.35537
P12,68,2025-06-19 15:32:16.730,4.54,2025,6,19,15,32,16.73,27.29891,-97.35536
P12,69,2025-06-19 15:32:20.260,8.07,2025,6,19,15,32,20.26,27.29891,-97.35536
P12,70,2025-06-19 15:32:24.820,12.63,2025,6,19,15,32,24.82,27.29891,-97.35536
P12,71,2025-06-19 15:32:28.090,15.9,2025,6,19,15,32,28.09,27.29891,-97.35536
P12,72,2025-06-19 15:32:32.330,20.14,2025,6,19,15,32,32.33,27.29891,-97.35536
P13,73,2025-06-19 15:33:14.850,0.0,2025,6,19,15,33,14.85,27.2989,-97.35534
P13,74,2025-06-19 15:33:19.590,4.74,2025,6,19,15,33,19.59,27.2989,-97.35534
P13,75,2025-06-19 15:33:22.970,8.12,2025,6,19,15,33,22.97,27.2989,-97.35534
P13,76,2025-06-19 15:33:26.750,11.9,2025,6,19,15,33,26.75,27.2989,-97.35534
P13,77,2025-06-19 15:33:31.690,16.84,2025,6,19,15,33,31.69,27.2989,-97.35534
P13,78,2025-06-19 15:33:35.370,20.52,2025,6,19,15,33,35.37,27.2989,-97.35534
P14,79,2025-06-19 15:34:33.850,0.0,2025,6,19,15,34,33.85,27.2989,-97.35533
P14,80,2025-06-19 15:34:37.570,3.72,2025,6,19,15,34,37.57,27.2989,-97.35533
P14,81,2025-06-19 15:34:45.530,11.68,2025,6,19,15,34,45.53,27.2989,-97.35533
P14,82,2025-06-19 15:34:49.180,15.33,2025,6,19,15,34,49.18,27.2989,-97.35533
P14,83,2025-06-19 15:34:53.170,19.32,2025,6,19,15,34,53.17,27.2989,-97.35533
P14,84,2025-06-19 15:34:56.770,22.92,2025,6,19,15,34,56.77,27.2989,-97.35533
P15,85,2025-06-19 15:35:37.110,0.0,2025,6,19,15,35,37.11,27.29891,-97.35532
P15,86,2025-06-19 15:35:44.340,7.23,2025,6,19,15,35,44.34,27.29891,-97.35532
P15,87,2025-06-19 15:35:48.290,11.18,2025,6,19,15,35,48.29,27.29891,-97.35531
P15,88,2025-06-19 15:35:51.940,14.83,2025,6,19,15,35,51.94,27.29891,-97.35531
P15,89,2025-06-19 15:35:59.330,22.22,2025,6,19,15,35,59.33,27.29891,-97.35531
P15,90,2025-06-19 15:36:03.580,26.47,2025,6,19,15,36,3.58,27.29891,-97.35531
P16,91,2025-06-19 15:37:26.860,0.0,2025,6,19,15,37,26.86,27.29889,-97.35527
P16,92,2025-06-19 15:37:34.170,7.31,2025,6,19,15,37,34.17,27.29889,-97.35527
P16,93,2025-06-19 15:37:42.210,15.35,2025,6,19,15,37,42.21,27.29889,-97.35527
P16,94,2025-06-19 15:37:46.090,19.23,2025,6,19,15,37,46.09,27.29889,-97.35527
P16,95,2025-06-19 15:37:56.850,29.99,2025,6,19,15,37,56.85,27.29889,-97.35527
P16,96,2025-06-19 15:38:00.940,34.08,2025,6,19,15,38,0.94,27.29889,-97.35527
P17,97,2025-06-19 15:39:03.720,0.0,2025,6,19,15,39,3.72,27.29888,-97.35524
P17,98,2025-06-19 15:39:18.300,14.58,2025,6,19,15,39,18.3,27.29888,-97.35524
P17,99,2025-06-19 15:39:22.640,18.92,2025,6,19,15,39,22.64,27.29888,-97.35523
P17,100,2025-06-19 15:39:33.430,29.71,2025,6,19,15,39,33.43,27.29887,-97.35523
P17,101,2025-06-19 15:39:40.780,37.06,2025,6,19,15,39,40.78,27.29887,-97.35523
P17,102,2025-06-19 15:39:45.050,41.33,2025,6,19,15,39,45.05,27.29887,-97.35523
P18,103,2025-06-19 15:41:04.550,0.0,2025,6,19,15,41,4.55,27.29887,-97.35523
P18,104,2025-06-19 15:41:16.200,11.65,2025,6,19,15,41,16.2,27.29887,-97.35522
P18,105,2025-06-19 15:41:24.200,19.65,2025,6,19,15,41,24.2,27.29887,-97.35522
P18,106,2025-06-19 15:41:28.520,23.97,2025,6,19,15,41,28.52,27.29887,-97.35522
P18,107,2025-06-19 15:41:44.410,39.86,2025,6,19,15,41,44.41,27.29887,-97.35522
P18,108,2025-06-19 15:41:57.180,52.63,2025,6,19,15,41,57.18,27.29887,-97.35522
P19,109,2025-06-19 15:43:15.450,0.0,2025,6,19,15,43,15.45,27.29887,-97.35518
P19,110,2025-06-19 15:43:32.320,16.87,2025,6,19,15,43,32.32,27.29886,-97.35518
P19,111,2025-06-19 15:43:44.550,29.1,2025,6,19,15,43,44.55,27.29886,-97.35518
P19,112,2025-06-19 15:45:13.320,117.87,2025,6,19,15,45,13.32,27.29886,-97.35518
P19,113,2025-06-19 15:45:17.660,122.21,2025,6,19,15,45,17.66,27.29886,-97.35518
P19,114,2025-06-19 15:45:21.150,125.7,2025,6,19,15,45,21.15,27.29886,-97.35518
P20,115,2025-06-19 15:46:28.480,0.0,2025,6,19,15,46,28.48,27.29886,-97.35517
P20,116,2025-06-19 15:46:33.200,4.72,2025,6,19,15,46,33.2,27.29886,-97.35517
P20,117,2025-06-19 15:46:37.170,8.69,2025,6,19,15,46,37.17,27.29885,-97.35517
P20,118,2025-06-19 15:46:45.370,16.89,2025,6,19,15,46,45.37,27.29885,-97.35517
P20,119,2025-06-19 15:46:49.490,21.01,2025,6,19,15,46,49.49,27.29885,-97.35517
P20,120,2025-06-19 15:46:53.540,25.06,2025,6,19,15,46,53.54,27.29885,-97.35517
P21,121,2025-06-19 15:47:39.100,0.0,2025,6,19,15,47,39.1,27.29885,-97.35514
P21,122,2025-06-19 15:47:43.540,4.44,2025,6,19,15,47,43.54,27.29885,-97.35514
P21,123,2025-06-19 15:48:00.880,21.78,2025,6,19,15,48,0.88,27.29886,-97.35513
P21,124,2025-06-19 15:48:04.930,25.83,2025,6,19,15,48,4.93,27.29886,-97.35513
P21,125,2025-06-19 15:48:21.720,42.62,2025,6,19,15,48,21.72,27.29886,-97.35512
P21,126,2025-06-19 15:48:25.760,46.66,2025,6,19,15,48,25.76,27.29886,-97.35512
P22,127,2025-06-19 15:50:02.220,0.0,2025,6,19,15,50,2.22,27.29883,-97.35508
P22,128,2025-06-19 15:50:06.620,4.4,2025,6,19,15,50,6.62,27.29883,-97.35508
P22,129,2025-06-19 15:50:23.030,20.81,2025,6,19,15,50,23.03,27.29883,-97.35507
P22,130,2025-06-19 15:50:28.070,25.85,2025,6,19,15,50,28.07,27.29883,-97.35507
P22,131,2025-06-19 15:50:39.660,37.44,2025,6,19,15,50,39.66,27.29882,-97.35507
P22,132,2025-06-19 15:50:46.270,44.05,2025,6,19,15,50,46.27,27.29882,-97.35506
P23,133,2025-06-19 15:53:23.020,0.0,2025,6,19,15,53,23.02,27.29882,-97.35505
P23,134,2025-06-19 15:53:29.300,6.28,2025,6,19,15,53,29.3,27.29882,-97.35505
P23,135,2025-06-19 15:53:33.950,10.93,2025,6,19,15,53,33.95,27.29882,-97.35505
P23,136,2025-06-19 15:53:52.440,29.42,2025,6,19,15,53,52.44,27.29882,-97.35505
P23,137,2025-06-19 15:54:06.770,43.75,2025,6,19,15,54,6.77,27.29882,-97.35506
P23,138,2025-06-19 15:54:14.050,51.03,2025,6,19,15,54,14.05,27.29882,-97.35506
P24,139,2025-06-19 15:55:29.670,0.0,2025,6,19,15,55,29.67,27.29882,-97.35506
P24,140,2025-06-19 15:55:56.100,26.43,2025,6,19,15,55,56.1,27.29882,-97.35505
P24,141,2025-06-19 15:56:03.820,34.15,2025,6,19,15,56,3.82,27.29882,-97.35505
P24,142,2025-06-19 15:56:10.020,40.35,2025,6,19,15,56,10.02,27.29883,-97.35505
P24,143,2025-06-19 15:56:23.530,53.86,2025,6,19,15,56,23.53,27.29883,-97.35504
P24,144,2025-06-19 15:56:29.100,59.43,2025,6,19,15,56,29.1,27.29883,-97.35504
P25,145,2025-06-19 16:00:26.070,0.0,2025,6,19,16,0,26.07,27.2988,-97.35494
P25,146,2025-06-19 16:01:08.080,42.01,2025,6,19,16,1,8.08,27.29881,-97.35494
P25,147,2025-06-19 16:01:37.320,71.25,2025,6,19,16,1,37.32,27.29882,-97.35494
P25,148,2025-06-19 16:02:01.030,94.96,2025,6,19,16,2,1.03,27.29882,-97.35494
P25,149,2025-06-19 16:02:16.000,109.93,2025,6,19,16,2,16.0,27.29881,-97.35495
P25,150,2025-06-19 16:02:30.120,124.05,2025,6,19,16,2,30.12,27.29881,-97.35495
P26,151,2025-06-19 16:04:26.390,0.0,2025,6,19,16,4,26.39,27.29879,-97.35493
P26,152,2025-06-19 16:04:30.440,4.05,2025,6,19,16,4,30.44,27.29879,-97.35493
P26,153,2025-06-19 16:04:37.320,10.93,2025,6,19,16,4,37.32,27.29879,-97.35493
P26,154,2025-06-19 16:04:42.030,15.64,2025,6,19,16,4,42.03,27.29879,-97.35493
P26,155,2025-06-19 16:05:00.610,34.22,2025,6,19,16,5,0.61,27.29878,-97.35492
P26,156,2025-06-19 16:05:14.940,48.55,2025,6,19,16,5,14.94,27.29878,-97.35491
P27,157,2025-06-19 16:06:05.240,0.0,2025,6,19,16,6,5.24,27.29878,-97.35489
P27,158,2025-06-19 16:06:16.440,11.2,2025,6,19,16,6,16.44,27.29878,-97.35489
P27,159,2025-06-19 16:06:28.630,23.39,2025,6,19,16,6,28.63,27.29878,-97.35489
P27,160,2025-06-19 16:07:09.450,64.21,2025,6,19,16,7,9.45,27.29878,-97.3549
P27,161,2025-06-19 16:07:12.210,66.97,2025,6,19,16,7,12.21,27.29878,-97.3549
P27,162,2025-06-19 16:07:22.310,77.07,2025,6,19,16,7,22.31,27.29878,-97.35491
P28,163,2025-06-19 16:08:03.390,0.0,2025,6,19,16,8,3.39,27.29878,-97.3549
P28,164,2025-06-19 16:08:07.660,4.27,2025,6,19,16,8,7.66,27.29878,-97.3549
P28,165,2025-06-19 16:08:29.640,26.25,2025,6,19,16,8,29.64,27.29878,-97.3549
P28,166,2025-06-19 16:08:38.040,34.65,2025,6,19,16,8,38.04,27.29878,-97.3549
P28,167,2025-06-19 16:08:44.050,40.66,2025,6,19,16,8,44.05,27.29878,-97.35489
P28,168,2025-06-19 16:08:49.240,45.85,2025,6,19,16,8,49.24,27.29878,-97.35489
