1,6144
2,4638
3,6176
4,5770
5,4624
6,6100
7,5161
8,5794
9,6165
10,6228
11,6198
12,5931
13,6125
14,6218
15,6185
16,6073
17,4131
18,6205
19,6226
20,5954
21,5934
22,6107
23,6138
24,4341
25,4589
26,6207
27,6054
28,4311
29,6190
30,6132
